airline_sentiment,text
negative,@SouthwestAir jumped the gun a little Cancelled Flighting our flights? No other airline is Cancelled Flighting out of Louisville. You're ruining my vacation.
negative,@SouthwestAir- I called @united and they solved the flight Cancelled Flightlation issue in 15minutes. May be ask them how to do it? #getmorehands
positive,@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.
neutral,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application."
negative,@united 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!
neutral,@jetblue it's time for a direct flight from #JFK to #PITT.... @ Official JetBlue Terminal 5 - New York… http://t.co/QygXGmd3Sn
negative,@united Why don't you respond to my e-mails of facebook msg?! I'm still wating for my tickets!! I'm getting really angry and disappointed!
neutral,@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?
negative,@AmericanAir is the situation at JFK this evening is going to get better or worse ? Do not Cancelled Flight a flight like yesterday after 8h delayed
negative,"@united Missing crew, passenger doc problems, frozen toilets, and now we're off the plane. Give me my money back.  UA3466"
negative,@USAirways plz plz plz hold 4438 to EYW. The 810 PHL &gt;CLT is sooo Late Flight. Gonna miss the connection for @jabevan221 's 40th #GTH239
negative,@USAirways @joyadventuremom there are breastfeeding momma's watching this story all over the country! Better work on a faster response :)
neutral,@AmericanAir What are Preferred Seats?
neutral,@USAirways How do I add my TSA Pre number to an existing reservation?
negative,@united Tried filling out the status match form and got hit with an error message. How can I tell if it went through? http://t.co/JbDkxd6eFz
negative,@SouthwestAir and this asshole cut in front of me. Your system blows. http://t.co/7ujt8VTCpa
negative,"@USAirways I'm sure the people are working very hard, but the systems should assist with IVR prompting, offering call backs, hold wait times"
positive,@JetBlue  hahah 😂👌👌👌 love flying jet blue tho!! http://t.co/7VeE44MACM
negative,"@USAirways Gate traffic #DCA, MY flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE."
positive,@AmericanAir Absolutely!
neutral,NO“@JetBlue: Our fleet's on fleek. http://t.co/UgFCKErmrW”
negative,@SouthwestAir  Cancelled Flighted Sunday 9:50AM flight to Dallas..next flight out is Tuesday afternoon. Stranded. #BS #GetMeOuttaHere #SouthwestSucks
positive,@AmericanAir excellent!  Love you guys!  If it is first class I'll hug ya'll!  See you shortly!
negative,"@AmericanAir flight from PHL to Austin Cancelled Flighted, headed to Houston, delayed, now have to pay to rent a car and drive 3 hrs to Austin"
negative,"@AmericanAir - Appreciate your system is busy but when I call, having your automated system hang up on me is not helpful."
negative,@AmericanAir can someone actually either call back or help me figure out how I'm getting home??!
negative,Well @AmericanAir we won't be flying you. Rebooked on Jetblue. With credits (that actually work) it was free!
positive,"@USAirways great, thank you!"
positive,@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR
negative,@united LE2V9D pnr numbered flight. The first leg is Cancelled Flightled due to bad weather in iatanbul. How can i make a reFlight Booking Problems
neutral,"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/l2n0egHdgn"
negative,"@USAirways @AmericanAir as a Gold Dividends member, why can't I get anyone on phone to handle my Cancelled Flighted American flight tonight 😡"
negative,"@AmericanAir even followed me, but I still can't get them to answer their phones. Worst. Customer ""service"". Ever. #customerservice #fail"
positive,@united EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊 http://t.co/KMQuLY9g5E
neutral,@JetBlue sounds fun! How does that work?
neutral,"@USAirways landed at Phoenix, but we had to board a flight quickly to Vegas so no time at the airport. What now?"
negative,@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??
negative,@AmericanAir Weather was not involved.
negative,@SouthwestAir why is customer relations still not open....in Texas?!
positive,@VirginAmerica got it. All set - Thanks!
negative,"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country."
negative,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here."
positive,@SouthwestAir Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.
negative,@united IT-problems with the link? #3thparty
negative,@united wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel
negative,@JetBlue is flight 51 on 4/24/15 moved back? When I booked it said we arrive 11:31 but now it says 12:08 😢
positive,@SouthwestAir THANK YOU SO MUCH YOURE AMAZING IM GOING TO CRY OMG
positive,@USAirways Yes thank you. Appreciate u checking...
positive,@united sent you my confirmation via DM. Thank you very much
neutral,@united @ShulemStern @gg8929 Raise a dispute with your cc provider and they will hopefully clear it for you.
negative,@AmericanAir My ticket was booked with AA with miles..... Sorry we sold you a ticket with a company we merged with but we can't fix it?
negative,@USAirways this is how concerned your gate attendants at C26 are this afternoon. #nocommunication #nocrew http://t.co/hFjYN2vtVj
negative,"@SouthwestAir ""Will my luggage be on that flight?"" ""No"" ""Y not"" ""bc ur on that flight n it won't end up where ur goin http://t.co/6Zj6L2ZTua"
negative,@SouthwestAir almost an hour on hold for swa is inexcusable #hiremorepeople
neutral,"@united If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh"
negative,@SouthwestAir baggage delivery at BWI very delayed and unnecessarily chaotic. Disappointing after a long trip! From a frequent traveler
negative,@SouthwestAir the wait for the bags is longer than the actual flight.
neutral,@SouthwestAir  I have a flight 2/22 @930 am from Fort Lauderdale to bwi.. Can I Cancelled Flight that flight ? Flight 3458 trip I'd 314505529
negative,@SouthwestAir hello. my flight is Cancelled Flightled for #destinationdragons and no one at your desk at KCI knows what the fuck is happening!!!!!!!!
negative,@JetBlue I am But Your customer service is Brutal.
positive,@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.
negative,Always been a @JetBlue fan but maybe next time I'll fly @VirginAmerica for real customer service.
negative,@united 2 days and 3 planes with mechanical issues?  Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!
negative,@united Yes I needed plenty of assistance but received none.
negative,@AmericanAir I took the day off from work and drove 9 hours round trip to rescue my daughter and 3 other students from LaGuardia. Thanks!
neutral,@USAirways I left something on a recent flight today. Who do I contact to retrieve it please? Thanks!
neutral,.@AmericanAir just disappointed with the Flight Booking Problems process and add’l fees to sit together on a more crowded flight. Not impressed so far :-/.
negative,@USAirways why would you board ppl on a plane b4 its their turn to de-ice? Why would you have ppl then wait through the hour long process?
negative,@united and that plane was staying overnight at the next airport - ROC. U can make up 10 min in air but instead of waiting u leave EARLY
negative,@united I had one interview I was the last person what does that mean?
negative,@USAirways your airline also delayed our bags to us for 4 hours &amp; refused to ship them to our local airport #disappointed #stillbagless
negative,@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable
neutral,"@SouthwestAir I had to travel to Savannah, GA, once again, on an airline I don't ""Luv"". When r u going to fly me to Savannah? Pleeeease!!!!"
negative,@SouthwestAir flight 4040 atl to lga Cancelled Flightled any suggestions how to get home?
